"FACID","NAME","TYPE","LTC","CAPACITY","ADDRESS","CITY","ZIP","FACADMIN","CONTACT_EMAIL","CONTACT_FAX","CONTACT_PHONE_NUMBER","COUNTY_NAME","COUNTY_CODE","DISTRICT_NUMBER","DISTRICT_NAME","LICENSE_NUMBER","INITIAL_LICENSE_DATE","LICENSE_EFFECTIVE_DATE","OSHPD_NUMBER","LATITUDE","LONGITUDE","LOCATION"
20000135,"BAY AREA HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",99,"1833 10TH AVE","OAKLAND",94606,"Ma, Shirley","","(510) 536-1263","(510) 536-6512",0,"ALAMEDA",2,"EAST BAY",20000033,"","14Sep2014","206010808",37.795128,-122.245463,"(37.795128, -122.245463)"
30001657,"COVENANT VILLAGE CARE CENTER","SKILLED NURSING FACILITY","LTC",50,"2125 N OLIVE AVE","TURLOCK",95382,"Lorenzen, Darla","cjscheublie@covenantretirement.org","(209) 632-9035","(209) 664-5300",600,"STANISLAUS",4,"FRESNO",30000694,"03Aug1999","03Nov2014","206504035",37.512513,-120.839885,"(37.512513, -120.839885)"
30000118,"DOCTORS HOSPITAL OF MANTECA","GENERAL ACUTE CARE HOSPITAL","Non-LTC",73,"1205 E NORTH ST","MANTECA",95336,"Tejeda, Nicholas","nicholas.tejeda@tenethealth.com","(209) 239-8329","(209) 823-3111",490,"SAN JOAQUIN",3,"SACRAMENTO",30000203,"12Nov1982","17Jun2015","106392287",37.801062,-121.196813,"(37.801062, -121.196813)"
240000046,"REDLANDS COMMUNITY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",195,"350 TERRACINA BLVD","REDLANDS",92373,"Holmes, James","","(909) 335-6496","(909) 335-5500",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000191,"01Jan1946","01Nov2014","106361308",34.037596,-117.20586,"(34.037596, -117.20586)"
910000036,"THE EARLWOOD","SKILLED NURSING FACILITY","LTC",87,"20820 EARL ST","TORRANCE",90503,"STANTON, MICHAEL","admissionsearlwood@skilledhealthcare.com","(310) 371-9348","(310) 371-1228",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000041,"10Aug1961","15Nov2014","206190253",33.840689,-118.358002,"(33.840689, -118.358002)"
100000032,"GOLDEN LIVING CENTER - CHATEAU","SKILLED NURSING FACILITY","LTC",99,"1221 ROSEMARIE LN","STOCKTON",95207,"Barrios, Jesus J","#intellisoft_00568@goldenliving.com","(209) 957-7783","(209) 477-2664",490,"SAN JOAQUIN",3,"SACRAMENTO",100000021,"24Dec1965","01Feb2015","206390826",37.986848,-121.319825,"(37.986848, -121.319825)"
240000038,"CITRUS NURSING CENTER","SKILLED NURSING FACILITY","LTC",99,"9440 CITRUS AVE","FONTANA",92335,"Brooks, Glenn","admin.cn@mpower.net","(909) 823-3829","(909) 823-3481",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000127,"01Jan1968","06Jan2015","206361146",34.082533,-117.453737,"(34.082533, -117.453737)"
60000071,"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",363,"101 THE CITY DR S","ORANGE",92868,"Federoff, Howard","nlhove@uci.edu","(714) 456-8619","(714) 456-6011",400,"ORANGE",6,"ORANGE COUNTY",60000148,"","22Jun2015","106301279",33.786192,-117.888881,"(33.786192, -117.888881)"
40000790,"CHOWCHILLA MEMORIAL HEALTHCARE DISTRICT","SKILLED NURSING FACILITY","LTC",28,"1104 VENTURA AVE","CHOWCHILLA",93610,"Franklin, Priscilla","cjflorescdmh@aol.com","(559) 665-7195","(559) 665-3781",300,"MADERA",4,"FRESNO",550000252,"24Jun2006","24Jun2015","206204023",37.120953,-120.273306,"(37.120953, -120.273306)"
60000051,"ADVANCED REHAB CENTER OF TUSTIN","SKILLED NURSING FACILITY","LTC",99,"2210 E 1ST ST","SANTA ANA",92705,"Forrest, Rebecca","rforrest@rehabtustin.com","(714) 482-6786","(714) 547-7091",400,"ORANGE",6,"ORANGE COUNTY",60000121,"05Dec1958","06May2015","206301202",33.745559,-117.83555,"(33.745559, -117.83555)"
20000079,"KINDRED NURSING AND REHABILITATION - MEDICAL HILL","SKILLED NURSING FACILITY","LTC",124,"475 29TH STREET","OAKLAND",94609,"Nijsure, Margot","","(510) 832-5617","(510) 832-3222",0,"ALAMEDA",2,"EAST BAY",20000110,"","10Nov2014","206010972",37.817961,-122.266285,"(37.817961, -122.266285)"
230000009,"MAYERS MEMORIAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",22,"43563 STATE HIGHWAY 299 E","FALL RIVER MILLS",96028,"Rees, Matthew E","","","(530) 336-5511",550,"SHASTA",23,"CHICO",230000021,"07Jan1959","01Jun2015","106450936",41.024234,-121.424368,"(41.024234, -121.424368)"
250000673,"AFVW HEALTH CENTER","SKILLED NURSING FACILITY","LTC",59,"17040 ARNOLD DR","RIVERSIDE",92518,"Cameron, Bruce  E","","(951) 653-1056","(951) 238-6803",430,"RIVERSIDE",25,"RIVERSIDE",250000347,"07Dec1989","07Dec2014","206334031",33.874401,-117.291686,"(33.874401, -117.291686)"
20000053,"CRESTWOOD MANOR - FREMONT","SKILLED NURSING FACILITY","LTC",126,"4303 STEVENSON BLVD","FREMONT",94538,"Labrie, Lee Ann","","(510) 651-1127","(510) 651-1244",0,"ALAMEDA",2,"EAST BAY",20000122,"23Nov1999","23Nov2014","206010994",37.537185,-121.97632,"(37.537185, -121.97632)"
20000029,"BETHESDA HOME","SKILLED NURSING FACILITY","LTC",40,"22427 MONTGOMERY ST","HAYWARD",94541,"Fuller, Douglas D","dfuller@bethesdaca.org","(510) 538-8443","(510) 538-8300",0,"ALAMEDA",2,"EAST BAY",20000013,"","01Feb2015","206010760",37.672355,-122.088272,"(37.672355, -122.088272)"
20000005,"ST ANTHONY CARE CENTER","SKILLED NURSING FACILITY","LTC",30,"553 SMALLEY AVENUE","HAYWARD",94541,"Rapp, Melanie","melanner@aol.com","(510) 733-3871","(510) 733-3877",0,"ALAMEDA",2,"EAST BAY",20000180,"19Feb1993","23Jun2015","206013489",37.671399,-122.091929,"(37.671399, -122.091929)"
30001525,"BARTON MEMORIAL HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",48,"2170 SOUTH AVE","SOUTH LAKE TAHOE",96150,"Bittner, Mary","","(530) 544-2605","(530) 543-5885",80,"EL DORADO",3,"SACRAMENTO",30000013,"21Nov1963","30Jun2015","",38.912032,-119.998268,"(38.912032, -119.998268)"
110000058,"ST. HELENA HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",151,"10 WOODLAND RD","SAINT HELENA",94574,"Herber, M.D., Steven C","newmyeta@ah.org","(707) 967-5712","(707) 963-3611",380,"NAPA",11,"SANTA ROSA/REDWOOD COAST",110000073,"01Jan1946","01Nov2014","106281078",38.542049,-122.475253,"(38.542049, -122.475253)"
250000061,"DESERT SPRINGS HEALTHCARE & WELLNESS CENTRE","SKILLED NURSING FACILITY","LTC",68,"82262 VALENCIA AVE","INDIO",92201,"Aronson, Jeffrey J","","(760) 775-6403","(760) 347-6000",430,"RIVERSIDE",25,"RIVERSIDE",250000156,"13Aug1962","27Nov2014","206331217",33.724474,-116.230227,"(33.724474, -116.230227)"
930001577,"PRESBYTERIAN INTERCOMMUNITY HOSPITAL D/P SNF","SKILLED NURSING FACILITY","LTC",35,"12401 WASHINGTON BLVD","WHITTIER",90602,"Adams, Daniel","","","(562) 698-0811",200,"LOS ANGELES",93,"LOS ANGELES COUNTY EAST",930000129,"15Jan1955","01Jan2015","",33.967491,-118.048156,"(33.967491, -118.048156)"
10001007,"THE REDWOODS, A COMMUNITY OF SENIORS","SKILLED NURSING FACILITY","LTC",58,"40 CAMINO ALTO","MILL VALLEY",94941,"Badger, Susan","sbadger@theredwoods.org","(415) 383-0115","(415) 383-2741",310,"MARIN",11,"SANTA ROSA/REDWOOD COAST",10000390,"","01Apr2015","206210916",37.894033,-122.529903,"(37.894033, -122.529903)"
250000049,"RIVERSIDE COMMUNITY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",373,"4445 MAGNOLIA AVE","RIVERSIDE",92501,"Brillant, Patrick","","(951) 788-3494","(951) 788-3000",430,"RIVERSIDE",25,"RIVERSIDE",250000194,"01Jan1946","01May2015","106331312",33.976148,-117.379931,"(33.976148, -117.379931)"
50000066,"COASTAL VIEW HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",96,"4904 TELEGRAPH RD","VENTURA",93003,"Bragado, Beverly","","(805) 642-0156","(805) 642-4101",660,"VENTURA",5,"VENTURA",50000072,"12Jun1963","16Aug2014","206560539",34.275905,-119.228362,"(34.275905, -119.228362)"
950000012,"ARBOR GLEN CARE CENTER","SKILLED NURSING FACILITY","LTC",96,"1033 E ARROW HWY","GLENDORA",91740,"Powell, Steven","phobbs@ensign.net","(626) 914-7566","(626) 963-7531",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000090,"03Aug1964","03Feb2015","206190674",34.106774,-117.84298,"(34.106774, -117.84298)"
920000050,"CALIFORNIA HEALTHCARE AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",201,"6700 SEPULVEDA BLVD","VAN NUYS",91411,"Dhawan-Desai, Vandana","fac95admin@longwoodmgmt.com","(818) 988-0508","(818) 988-2501",200,"LOS ANGELES",92,"LOS ANGELES COUNTY NORTH",920000007,"30Oct1969","01Nov2014","206190082",34.192323,-118.466157,"(34.192323, -118.466157)"
910000328,"LONGWOOD MANOR CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",198,"4853 W WASHINGTON BLVD","LOS ANGELES",90016,"Eccleston, Karen","fac05admin@longwoodmgmt.com","(323) 935-3140","(323) 935-1157",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000150,"27Nov1946","01Nov2014","206190481",34.039958,-118.345306,"(34.039958, -118.345306)"
230000802,"COUNTRY CREST POST ACUTE","SKILLED NURSING FACILITY","LTC",59,"50 CONCORDIA LN","OROVILLE",95966,"Yoshida, Gary","","","(530) 533-7857",30,"BUTTE",23,"CHICO",230000351,"26Mar2003","19Sep2014","206044159",39.497657,-121.519444,"(39.497657, -121.519444)"
30000973,"KAISER FOUNDATION HOSPITAL MANTECA","GENERAL ACUTE CARE HOSPITAL","Non-LTC",61,"1777 W YOSEMITE AVE","MANTECA",95337,"Friberg, Deborah","deanne.mccoy@kp.org","(209) 735-3299","(209) 825-3500",490,"SAN JOAQUIN",3,"SACRAMENTO",30000393,"01Sep1990","01Nov2014","106394009",37.797398,-121.246198,"(37.797398, -121.246198)"
110000760,"THE MEADOWS OF NAPA VALLEY CARE CENTER","SKILLED NURSING FACILITY","LTC",69,"1900 ATRIUM PKWY","NAPA",94559,"Miller, Ryan","wpanchesson@retirement.org","(707) 257-4943","(707) 257-7885",380,"NAPA",11,"SANTA ROSA/REDWOOD COAST",110000292,"01Jun1995","31Jan2015","206284010",38.275663,-122.296738,"(38.275663, -122.296738)"
240000286,"RIMROCK VILLA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",59,"27555 RIMROCK RD","BARSTOW",92311,"Miller, Mary-Lou","","(423) 339-8339","(760) 252-2515",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000193,"04Nov1966","14Jun2015","206361311",34.877488,-117.060023,"(34.877488, -117.060023)"
910000276,"SOUTH BAY KEIRO NURSING HOME","SKILLED NURSING FACILITY","LTC",98,"15115 S VERMONT AVE","GARDENA",90247,"Hiyoshida, Howard","","(310) 532-0001","(310) 532-0700",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000135,"26Jun1970","23Mar2015","206190798",33.894443,-118.292054,"(33.894443, -118.292054)"
910000089,"VISTA DEL SOL CARE CENTER","SKILLED NURSING FACILITY","LTC",50,"11620 W WASHINGTON BLVD","LOS ANGELES",90066,"Valdivia, Rosa","","(310) 391-7677","(310) 390-9045",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000037,"07Jan1966","01Nov2014","206190227",34.000188,-118.417293,"(34.000188, -118.417293)"
30001817,"COTTONWOOD HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",98,"625 COTTONWOOD ST","WOODLAND",95695,"Ellis-Sherinian, James","","(530) 662-6827","(530) 662-9193",670,"YOLO",3,"SACRAMENTO",30000046,"01Jan1984","27Nov2014","206570896",38.67298,-121.793322,"(38.67298, -121.793322)"
40000949,"KAISER FOUNDATION HOSPITAL -- FRESNO","GENERAL ACUTE CARE HOSPITAL","Non-LTC",169,"7300 N FRESNO ST","FRESNO",93720,"Hemker , Deborah Jean","raed.m.khoury@kp.org","(559) 448-4142","(559) 448-4500",90,"FRESNO",4,"FRESNO",40000384,"23Feb1995","01Dec2014","106104062",36.84271,-119.783373,"(36.84271, -119.783373)"
50000020,"LOS ROBLES HOSPITAL & MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",321,"215 W JANSS RD","THOUSAND OAKS",91360,"Mussi, Natalie","","(805) 370-4666","(805) 497-2727",660,"VENTURA",5,"VENTURA",50000039,"07Nov1968","01Nov2014","106560492",34.207241,-118.883477,"(34.207241, -118.883477)"
950000015,"BALDWIN GARDENS NURSING CENTER","SKILLED NURSING FACILITY","LTC",59,"10786 LIVE OAK AVE","TEMPLE CITY",91780,"Bastomski, Israel","","(626) 447-0779","(626) 447-3553",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000043,"19Sep1946","01May2015","206190285",34.106618,-118.035728,"(34.106618, -118.035728)"
140000683,"SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING","GENERAL ACUTE CARE HOSPITAL","Non-LTC",14,"7777 NORRIS CANYON ROAD","SAN RAMON",94583,"Ganzell, Diane","gary.south@tenethealth.com","(925) 275-0107","(925) 275-9200",60,"CONTRA COSTA",2,"EAST BAY",140000345,"","15May2015","106074011",37.774212,-121.957871,"(37.774212, -121.957871)"
30000288,"TURLOCK NURSING AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",144,"1111 E TUOLUMNE RD","TURLOCK",95382,"Chandar, John","mdarauze@covenantcare.com","(209) 669-2715","(209) 632-7577",600,"STANISLAUS",4,"FRESNO",30000261,"25Sep1986","13Jan2015","206504002",37.514646,-120.836545,"(37.514646, -120.836545)"
230000031,"CYPRESS HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",136,"1633 CYPRESS LN","PARADISE",95969,"Wright, Robert","","(530) 877-4708","(530) 877-9316",30,"BUTTE",23,"CHICO",230000012,"16Sep1946","02Mar2015","206041943",39.783711,-121.583523,"(39.783711, -121.583523)"
230000020,"ST. ELIZABETH COMMUNITY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",76,"2550 SISTER MARY COLUMBA DR","RED BLUFF",96080,"Smith, Gerald T","","","(530) 529-8000",620,"TEHAMA",23,"CHICO",230000036,"20Mar1946","28Nov2014","106521041",40.149128,-122.217406,"(40.149128, -122.217406)"
910000048,"HERITAGE REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",161,"21414 S VERMONT AVE","TORRANCE",90502,"Martinez, Roy","heritage.rehab.ctr@sbcglobal.net","(310) 320-1809","(310) 320-8714",200,"LOS ANGELES",91,"LOS ANGELES COUNTY WEST",910000115,"08Nov1971","02Nov2014","206190799",33.833906,-118.290247,"(33.833906, -118.290247)"
230000014,"OROVILLE HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",133,"2767 OLIVE HWY","OROVILLE",95966,"Wentz, Robert","","(530) 532-8433","(530) 533-8500",30,"BUTTE",23,"CHICO",230000022,"01Jan1962","01Jan2015","106040937",39.504946,-121.540966,"(39.504946, -121.540966)"
230000013,"ENLOE MEDICAL CENTER - ESPLANADE","GENERAL ACUTE CARE HOSPITAL","Non-LTC",228,"1531 ESPLANADE","CHICO",95926,"Wiltermood, Mike","","(530) 899-2067","(530) 332-7300",30,"BUTTE",23,"CHICO",230000027,"29Mar1946","30Jun2015","106040962",39.742639,-121.850443,"(39.742639, -121.850443)"
230000012,"MERCY MEDICAL CENTER MT. SHASTA","GENERAL ACUTE CARE HOSPITAL","Non-LTC",33,"914 PINE ST","MOUNT SHASTA",96067,"Platou, Kenneth","","(530) 926-0517","(530) 926-6111",570,"SISKIYOU",23,"CHICO",230000015,"13Apr1976","31May2015","106470871",41.318963,-122.323121,"(41.318963, -122.323121)"
30000165,"MOUNTAIN MANOR SENIOR RESIDENCE","SKILLED NURSING FACILITY","LTC",47,"6101 FAIR OAKS BLVD","CARMICHAEL",95608,"Jordan, James F","mountainmanor_6101@sbcglobal.net","(916) 488-3132","(916) 488-7211",440,"SACRAMENTO",3,"SACRAMENTO",30000067,"10Oct1972","18Jun2015","206340959",38.612043,-121.328802,"(38.612043, -121.328802)"
110000057,"JEROLD PHELPS COMMUNITY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",9,"733 CEDAR ST","GARBERVILLE",95542,"Jasper, Harry S","hjasper@shchd.org","(707) 923-1456","(707) 923-3921",110,"HUMBOLDT",11,"SANTA ROSA/REDWOOD COAST",110000052,"20Aug1963","01Apr2015","106121031",40.10125,-123.792332,"(40.10125, -123.792332)"
30000149,"SUTTER DAVIS HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",48,"2000 SUTTER PL","DAVIS",95616,"Maher, Jennifer","wagnerj@sutterhealth.org","(530) 759-7404","(530) 756-6440",670,"YOLO",3,"SACRAMENTO",30000124,"23Aug1985","31May2015","",38.561835,-121.770269,"(38.561835, -121.770269)"
30000146,"WOODLAND MEMORIAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",77,"1325 COTTONWOOD ST","WOODLAND",95695,"Vaziri, Kevin","","(530) 666-7948","(530) 662-3961",670,"YOLO",3,"SACRAMENTO",30000115,"29Mar1967","30Nov2014","106571086",38.664342,-121.793367,"(38.664342, -121.793367)"
240000063,"GRAND TERRACE CARE CENTER","SKILLED NURSING FACILITY","LTC",59,"12000 MOUNT VERNON AVE","GRAND TERRACE",92313,"Dickerson, Ryan","jstewart@grandterracecare.com","(909) 783-4811","(909) 825-5221",460,"SAN BERNARDINO",24,"SAN BERNARDINO",240000143,"29Mar1965","01Nov2014","206361191",34.035813,-117.313666,"(34.035813, -117.313666)"
950000006,"FIDELITY HEALTH CARE","SKILLED NURSING FACILITY","LTC",90,"11210 LOWER AZUSA RD","EL MONTE",91731,"Cosme Jr., Rodolfo S","juanitaorquia@yahoo.com","(626) 350-3006","(626) 442-6863",200,"LOS ANGELES",95,"LOS ANGELES COUNTY SAN GABRIEL",950000107,"23Mar1970","31May2015","206190879",34.091715,-118.022619,"(34.091715, -118.022619)"
110000040,"PETALUMA VALLEY HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",80,"400 N MCDOWELL BLVD.","PETALUMA",94954,"Read, Jane","","(707) 778-9117","(707) 778-1111",590,"SONOMA",11,"SANTA ROSA/REDWOOD COAST",110000001,"05Mar1980","19Jan2015","106491001",38.252835,-122.632153,"(38.252835, -122.632153)"
220000971,"SAN FRANCISCO TOWERS","SKILLED NURSING FACILITY","LTC",55,"1661 PINE ST","SAN FRANCISCO",94109,"Mitchell, Melody","gedelstone@jtm-esc.org","(415) 776-5192","(415) 776-0500",480,"SAN FRANCISCO",22,"SAN FRANCISCO",220000383,"17Feb1998","17Nov2014","206384050",37.789282,-122.422996,"(37.789282, -122.422996)"
30000127,"MERCY SAN JUAN MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",370,"6501 COYLE AVE","CARMICHAEL",95608,"Ivie, Brian","msjmcadministration@chw.edu","(916) 537-5111","(916) 537-5000",440,"SACRAMENTO",3,"SACRAMENTO",30000063,"16Dec1982","31Dec2014","106340950",38.669114,-121.315175,"(38.669114, -121.315175)"
110000030,"HEARTWOOD AVENUE HEALTHCARE","SKILLED NURSING FACILITY","LTC",60,"1044 HEARTWOOD AVE","VALLEJO",94591,"Fields-Johnson, Vicki","ed123@ehcmail.com","(707) 643-5209","(707) 643-2267",580,"SOLANO",11,"SANTA ROSA/REDWOOD COAST",110000020,"19Oct1961","28Nov2014","206480965",38.105302,-122.211422,"(38.105302, -122.211422)"
30000124,"MERCY GENERAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",394,"4001 J ST","SACRAMENTO",95819,"Castaneda, Edmundo C","","(916) 453-4587","(916) 453-4453",440,"SACRAMENTO",3,"SACRAMENTO",30000062,"01Jan1946","11Jun2015","106340947",38.569349,-121.452238,"(38.569349, -121.452238)"
30000071,"ESKATON CARE CENTER FAIR OAKS","SKILLED NURSING FACILITY","LTC",149,"11300 FAIR OAKS BLVD","FAIR OAKS",95628,"Fife, Stephen","stephen.fife@eskaton.org","(916) 961-4347","(916) 965-4663",440,"SACRAMENTO",3,"SACRAMENTO",30000190,"30Jun1986","22Jan2015","206342258",38.657232,-121.264312,"(38.657232, -121.264312)"
70000766,"CHILDREN'S RECOVERY CENTER OF NORTHERN CALIFORNIA","GENERAL ACUTE CARE HOSPITAL","Non-LTC",4,"3777 S BASCOM AVE","CAMPBELL",95008,"Friou, George W","info@pedisubacute.com","(408) 379-1139","(408) 558-3640",530,"SANTA CLARA",7,"SAN JOSE",70000320,"29May1992","17Jun2015","106434051",37.25964,-121.947131,"(37.25964, -121.947131)"
30000114,"BARTON MEMORIAL HOSPITAL","GENERAL ACUTE CARE HOSPITAL","Non-LTC",63,"2170 SOUTH AVE","SOUTH LAKE TAHOE",96150,"Williams, John  G","publicrelations@bartonhealth.org","(530) 541-4697","(530) 541-3420",80,"EL DORADO",3,"SACRAMENTO",30000013,"21Nov1963","30Jun2015","106090793",38.912032,-119.998268,"(38.912032, -119.998268)"
120001522,"PORTERVILLE CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",99,"1100 W MORTON AVE","PORTERVILLE",93257,"Lawrence, Michelle","","(559) 781-5220","(559) 782-1509",640,"TULARE",12,"BAKERSFIELD",120000621,"28Dec1995","16Dec2014","206544041",36.073317,-119.042493,"(36.073317, -119.042493)"
70000043,"ALMADEN HEALTH AND REHABILITATION CENTER","SKILLED NURSING FACILITY","LTC",77,"2065 LOS GATOS ALMADEN RD","SAN JOSE",95124,"Aichele, Jill M","jmdespignovicz@marinerhealthcare.com","(408) 377-0140","(408) 377-9275",530,"SANTA CLARA",7,"SAN JOSE",70000034,"19Mar1969","01Nov2014","206430759",37.243434,-121.933268,"(37.243434, -121.933268)"
30000090,"ROSEVILLE CARE CENTER","SKILLED NURSING FACILITY","LTC",210,"1161 CIRBY WAY","ROSEVILLE",95661,"Sanofsky, Jack","jsanofsky@plumh.org","(916) 786-3597","(916) 782-1238",410,"PLACER",3,"SACRAMENTO",30000002,"19Feb1968","07Jun2015","206311001",38.729537,-121.273944,"(38.729537, -121.273944)"
70000041,"WINDSOR MONTEREY CARE CENTER","SKILLED NURSING FACILITY","LTC",78,"1575 SKYLINE DR","MONTEREY",93940,"Chappelow, Lisa","AMonte@windsorcares.com","(831) 373-2745","(831) 373-2731",370,"MONTEREY",7,"SAN JOSE",70000031,"01Jul1991","16May2015","206270756",36.591789,-121.917489,"(36.591789, -121.917489)"
30000088,"RIVERBANK NURSING CENTER","SKILLED NURSING FACILITY","LTC",99,"2649 TOPEKA ST","RIVERBANK",95367,"SINGLETON, REBECCA","","(209) 869-1762","(209) 869-2569",600,"STANISLAUS",4,"FRESNO",30000081,"12Dec1963","31May2015","206500997",37.737029,-120.948361,"(37.737029, -120.948361)"
70000038,"CRESTHAVEN SKILLED NURSING FACILITY, INC.","SKILLED NURSING FACILITY","LTC",20,"740 17TH AVE","SANTA CRUZ",95062,"Phillips, Pauline","mamos68025@yahoo.com","(831) 475-9527","(831) 475-3812",540,"SANTA CRUZ",7,"SAN JOSE",70000028,"22Dec1988","18Oct2014","206440750",36.965935,-121.986035,"(36.965935, -121.986035)"
70000032,"CANTERBURY WOODS","SKILLED NURSING FACILITY","LTC",24,"651 SINEX AVE","PACIFIC GROVE",93950,"Brambilla, Norma","nbrambilla@ehf.org","(831) 373-2140","(831) 373-3111",370,"MONTEREY",7,"SAN JOSE",70000021,"29Feb1984","01Mar2015","206270732",36.615352,-121.921511,"(36.615352, -121.921511)"
30000079,"OAK VALLEY CARE CENTER D/P SNF","SKILLED NURSING FACILITY","LTC",115,"275 S OAK AVE","OAKDALE",95361,"Lorenzo, Robert","","(209) 847-7501","(209) 848-4020",600,"STANISLAUS",4,"FRESNO",30000069,"31Aug1986","05Mar2015","",37.758973,-120.860901,"(37.758973, -120.860901)"
30000028,"MISSION CARMICHAEL HEALTHCARE CENTER","SKILLED NURSING FACILITY","LTC",135,"3630 MISSION AVE","CARMICHAEL",95608,"Gaines, Fitzgerald","axmoya@sanasc.com","(916) 488-7634","(916) 488-1580",440,"SACRAMENTO",3,"SACRAMENTO",30000065,"03Jan1972","01Nov2014","206340953",38.630945,-121.355199,"(38.630945, -121.355199)"
40000113,"MERCY MEDICAL CENTER","GENERAL ACUTE CARE HOSPITAL","Non-LTC",186,"333 MERCY AVE","MERCED",95340,"Kassis, Charles","","(209) 584-5096","(209) 564-5000",340,"MERCED",4,"FRESNO",40000178,"","07Mar2015","106240942",37.340119,-120.465248,"(37.340119, -120.465248)"
30000067,"SACRAMENTO POST-ACUTE","SKILLED NURSING FACILITY","LTC",99,"5255 HEMLOCK ST","SACRAMENTO",95841,"Terry, David","dterry@plumh.com","(916) 344-2853","(916) 331-4590",440,"SACRAMENTO",3,"SACRAMENTO",30000122,"16Jun1969","07Jun2015","206341182",38.662876,-121.341344,"(38.662876, -121.341344)"
70000019,"AVE MARIA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",31,"1249 JOSSELYN CANYON RD","MONTEREY",93940,"Reid, Barbara","gjamch@aol.com","(831) 373-2238","(831) 373-1216",370,"MONTEREY",7,"SAN JOSE",70000009,"01Jan1955","01Jan2015","206270711",36.583486,-121.865544,"(36.583486, -121.865544)"
30000066,"HA-LE ALOHA CONVALESCENT HOSPITAL","SKILLED NURSING FACILITY","LTC",46,"1711 RICHLAND AVE","CERES",95307,"Orrin, Tracy","markonecorp@aol.com","(209) 667-4683","(209) 537-4581",600,"STANISLAUS",4,"FRESNO",30000195,"18Jan1957","01Jan2015","206502269",37.604186,-120.966169,"(37.604186, -120.966169)"
80001542,"ALTA GARDENS CARE CENTER","SKILLED NURSING FACILITY","LTC",129,"13075 BLACKBIRD ST","GARDEN GROVE",92843,"Kim, Paul M","aaltacare@skilledhc.com","(714) 530-6322","(714) 530-6322",400,"ORANGE",6,"ORANGE COUNTY",80000648,"25Jan1965","15Nov2014","206301287",33.773411,-117.913058,"(33.773411, -117.913058)"
30000063,"GOLD COUNTRY HEALTH CENTER","SKILLED NURSING FACILITY","LTC",68,"4301 GOLDEN CENTER DR","PLACERVILLE",95667,"Haskins, Sandra  J","sandy.haskins@rhf.org","(530) 621-1104","(530) 621-1100",80,"EL DORADO",3,"SACRAMENTO",30000229,"07Dec1984","07Dec2014","206092347",38.706796,-120.828814,"(38.706796, -120.828814)"
30000060,"FOLSOM CARE CENTER","SKILLED NURSING FACILITY","LTC",99,"510 MILL ST","FOLSOM",95630,"Callaway, Calvin","fch510@att.net","(916) 985-7231","(916) 985-3641",440,"SACRAMENTO",3,"SACRAMENTO",30000040,"16Jan1958","01Apr2015","206340877",38.679478,-121.167921,"(38.679478, -121.167921)"
