"iso2c","iso3c","country","year","gdp_percap","life_expect","population","birth_rate","neonat_mortal_rate","region","income"
"SY","SYR","Syrian Arab Republic",2011,,71.27,21082966,25.276,8.7,"Middle East & North Africa","Low income"
"SZ","SWZ","Eswatini",2005,6449.37065166415,46.185,1030579,32.223,23.4,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2006,7005.21997250562,46.846,1036092,32.159,22.7,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2008,7619.63115789383,48.969,1049945,31.875,21.7,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2009,7742.41140855761,50.26,1057467,31.626,21.3,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2010,8073.51246469473,51.598,1064837,31.305,20.9,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2007,7465.18828927714,47.805,1042652,32.049,22.2,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1999,4769.01093953161,49.968,994108,33.382,25.9,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2000,4905.54591084047,48.521,1005435,32.925,26,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2001,5025.16860790828,47.352,1013609,32.615,25.8,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2002,5299.74798045986,46.508,1019059,32.424,25.4,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2003,5587.10841744002,46.018,1022802,32.317,24.8,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2004,5925.26481987935,45.905,1026286,32.263,24.2,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1990,3655.3316249304,60.369,822420,42.59,21.9,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1991,3741.53364186822,60.155,845266,41.396,22,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1992,3851.26601305694,59.639,866993,40.151,22.3,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1993,3970.1235510144,58.836,887706,38.906,22.8,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1994,4061.14233981825,57.771,907620,37.704,23.3,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1995,4256.24741380335,56.464,926841,36.588,23.9,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2011,8370.81983710461,52.912,1072032,30.926,20.3,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2012,8873.80037591772,54.158,1079288,30.517,19.8,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2013,9542.55566875234,55.296,1086839,30.101,19.3,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2014,9836.79044351411,56.287,1095021,29.685,18.7,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2015,9899.29485883111,57.107,1104044,29.27,18.2,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2016,10237.8623978949,57.754,1113984,28.85,17.8,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",2017,10526.1100493887,58.268,1124753,28.415,17.4,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1998,4632.51234540323,51.594,979918,33.984,25.6,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1996,4411.84558099611,54.942,945508,35.592,24.5,"Sub-Saharan Africa","Lower middle income"
"SZ","SWZ","Eswatini",1997,4541.11739983978,53.285,963426,34.723,25.1,"Sub-Saharan Africa","Lower middle income"
"TC","TCA","Turks and Caicos Islands",2004,,,26700,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2005,,,28180,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2006,,,29391,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2007,,,30385,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2008,,,31202,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2009,,,31934,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2010,,,32660,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2011,19845.6309917751,,33377,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2012,19315.7814901493,,34066,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2013,19541.6367569933,,34731,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2014,20862.8906729743,,35369,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2015,21958.8023196013,,35981,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2003,,,25011,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2017,23873.4206133785,,37115,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1991,,,12811,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1992,,,13632,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1993,,,14526,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1994,,,15407,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1995,,,16216,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1996,,,16926,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1997,,,17567,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1998,,,18232,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1999,,,19065,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2000,,,20164,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2001,,,21573,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2016,22809.2061372581,,36559,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",1990,,,12111,,,"Latin America & Caribbean","High income"
"TC","TCA","Turks and Caicos Islands",2002,,,23232,,,"Latin America & Caribbean","High income"
"TD","TCD","Chad",1990,719.819010080487,46.952,5963252,50.995,52,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",1991,782.250791502993,47.053,6157079,51.13,51,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",1992,836.953607798653,47.148,6356748,51.243,50.2,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",1994,761.543628066404,47.339,6781053,51.373,49.1,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",1995,761.402894190284,47.431,7010145,51.381,48.6,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",1996,766.192066616256,47.505,7250975,51.35,48.1,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",1993,699.390151677724,47.243,6563922,51.326,49.6,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",1998,831.126014035166,47.582,7770048,51.188,46.6,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",1999,807.89281281102,47.59,8053536,51.056,45.6,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2000,789.085764479381,47.593,8355654,50.883,44.6,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",1997,795.754533770715,47.556,7503493,51.285,47.5,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2017,1929.47275158835,53.208,15016773,42.803,34.8,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2016,2012.81731594869,52.903,14561666,43.331,35.4,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2003,1033.57966763099,47.716,9373916,50.083,41.8,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2004,1365.7741538874,47.848,9734767,49.719,41,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2005,1593.19132484087,48.054,10096633,49.306,40.4,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2006,1595.09379921471,48.349,10457124,48.846,39.8,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2007,1635.0967059235,48.729,10818024,48.344,39.4,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2008,1661.6366222373,49.182,11183588,47.81,39,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2009,1688.08228231936,49.691,11560147,47.252,38.7,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2010,1875.55726137629,50.233,11952136,46.68,38.4,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2011,1852.93815588829,50.778,12360989,46.104,38,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2012,1988.06482319185,51.3,12784750,45.53,37.5,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2013,2067.79646739238,51.778,13220424,44.963,37,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2001,866.953457343728,47.603,8678051,50.665,43.6,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2002,919.302989979412,47.638,9019233,50.399,42.7,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2015,2191.74179538487,52.575,14110975,43.864,35.9,"Sub-Saharan Africa","Low income"
"TD","TCD","Chad",2014,2179.24774129876,52.204,13663559,44.407,36.4,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1992,812.56680433908,55.734,3945905,41.109,41.9,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1993,691.673926307358,55.485,4029053,40.581,41.2,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1991,845.156650502636,55.873,3862992,41.699,42.6,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1996,918.356415515982,54.359,4348805,39.557,39.1,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1997,1035.83816138248,54,4485951,39.427,38.3,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1994,794.236547446121,55.146,4120616,40.134,40.5,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1995,852.644990926985,54.756,4226291,39.788,39.8,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2000,983.119899118552,53.489,4924402,39.427,36.1,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2001,961.366377382498,53.551,5062567,39.471,35.5,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1998,991.041746280711,53.72,4632446,39.376,37.6,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1999,998.402773337897,53.544,4780448,39.385,36.8,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2004,1004.33448682093,54.23,5467766,39.354,33.5,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2005,1020.97831665838,54.598,5611640,39.168,32.7,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2006,1065.77762896631,55.048,5762880,38.893,31.9,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2007,1089.69675077466,55.578,5920359,38.545,31.1,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2008,1125.03390820543,56.174,6083420,38.141,30.4,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2009,1164.34627800325,56.814,6250835,37.69,29.6,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2010,1216.50896727307,57.465,6421679,37.201,28.9,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2011,1286.47049660966,58.092,6595943,36.682,28.3,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2012,1360.25754497331,58.668,6773807,36.144,27.8,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2013,1430.52533324917,59.174,6954721,35.598,27.3,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2014,1504.2461660203,59.601,7137997,35.057,26.8,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2002,942.533339122638,53.707,5197031,39.489,34.8,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2003,982.346457085611,53.935,5330639,39.457,34.1,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",1990,842.616443789542,55.888,3774312,42.327,43.2,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2017,1682.74920216705,60.477,7698475,33.545,25.4,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2015,1566.99421824186,59.949,7323158,34.532,26.4,"Sub-Saharan Africa","Low income"
"TG","TGO","Togo",2016,1620.70308114073,60.232,7509952,34.028,25.9,"Sub-Saharan Africa","Low income"
"TH","THA","Thailand",2004,9621.5855416126,71.775,64995299,13.143,9.9,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2005,10270.272536247,72.149,65416189,12.884,9.4,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2008,12261.459899262,73.279,66530984,12.228,8.1,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2009,12207.9684458475,73.617,66866839,12.021,7.7,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2006,11039.8420894512,72.534,65812536,12.652,9,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2007,11885.8093673488,72.915,66182067,12.436,8.5,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2012,14727.1430471079,74.446,67835957,11.34,6.7,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2013,15318.6367434611,74.678,68144501,11.091,6.4,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2010,13213.314737154,73.923,67195028,11.806,7.4,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2011,13537.488341522,74.197,67518382,11.579,7,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2003,8875.77403111093,71.424,64549866,13.435,10.4,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2017,17917.2068895954,75.498,69209858,10.098,5.3,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1991,4788.44090641364,70.303,57232465,18.761,19.3,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1992,5240.47891570955,70.283,57811021,18.312,18.3,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1993,5754.84341314266,70.241,58337773,17.858,17.3,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1994,6289.81635775019,70.204,58875269,17.392,16.4,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1995,6874.0421597067,70.192,59467274,16.91,15.6,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1996,7314.03568545291,70.214,60130186,16.416,14.8,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1997,7150.09988615721,70.266,60846582,15.921,14.1,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1998,6598.52372497027,70.346,61585103,15.436,13.4,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1999,6919.68853764967,70.462,62298571,14.97,12.7,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2014,15694.3366821362,74.895,68438730,10.837,6.1,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2015,16293.6097994167,75.103,68714511,10.582,5.8,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2016,16961.2655705925,75.303,68971331,10.333,5.5,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",1990,4317.51975600197,70.25,56558186,19.217,20.4,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2000,7312.81069762426,70.624,62952642,14.531,12.1,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2001,7659.24325216892,70.841,63539196,14.128,11.5,"East Asia & Pacific","Upper middle income"
"TH","THA","Thailand",2002,8190.49602626424,71.11,64069087,13.762,10.9,"East Asia & Pacific","Upper middle income"
"TJ","TJK","Tajikistan",1990,2375.93706394517,63.149,5283814,40.559,31.5,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1994,1060.54411203693,62.869,5679167,36.042,31.2,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1991,2232.53178445938,62.88,5400630,39.46,31.3,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1992,1591.20789140047,62.719,5502494,38.298,31.3,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1993,1339.65556187254,62.71,5593315,37.145,31.3,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1998,834.930916465595,64.591,6027388,31.997,29.9,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1995,934.251534542134,63.185,5764810,34.998,31.1,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1996,780.759936982714,63.618,5851355,33.992,30.8,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1997,795.733551710829,64.105,5938405,32.994,30.4,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2014,2726.50719409714,70.69,8252833,29.727,16.4,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2015,2851.70948577044,70.879,8454028,29.337,15.7,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2016,3006.51114103208,71.051,8663579,28.842,15,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2017,3216.58070235526,71.214,8880268,28.275,14.5,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2004,1420.90735176639,67.163,6662389,28.499,24.2,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2005,1533.30527829408,67.607,6789321,28.598,23.3,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2006,1658.49692921144,68.052,6922587,28.854,22.5,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2007,1798.80719928783,68.487,7062672,29.193,21.8,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2008,1938.44249285384,68.902,7209930,29.545,21.2,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2009,1986.59624690269,69.29,7364753,29.857,20.5,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2010,2094.53895926809,69.644,7527394,30.079,19.8,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2011,2245.78533483222,69.958,7697510,30.175,18.9,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",1999,865.076920312654,65.053,6119661,31.03,29.2,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2000,943.137181958411,65.485,6216341,30.151,28.4,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2001,1039.08811978526,65.894,6318513,29.427,27.4,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2002,1150.19626328747,66.303,6426867,28.901,26.3,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2003,1276.80701235825,66.727,6541547,28.593,25.2,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2012,2404.80518123496,70.234,7874835,30.147,18,"Europe & Central Asia","Low income"
"TJ","TJK","Tajikistan",2013,2567.78570070872,70.477,8059769,29.998,17.2,"Europe & Central Asia","Low income"
"TL","TLS","Timor-Leste",1992,,50.273,783198,44.824,51.6,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1993,,51.317,806860,45.576,49.7,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1990,,48.469,737814,43.419,55,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1991,,49.332,759527,44.062,53.4,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1996,,54.954,855362,46.758,43.8,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1997,,56.179,861866,46.452,41.9,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1994,,52.467,827825,46.236,47.7,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1995,,53.696,844334,46.673,45.7,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2000,2597.76988374354,59.36,884366,43.547,36.8,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2001,2844.86095538423,60.304,901214,42.296,35.2,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2002,2628.76585862562,61.251,922694,41.172,33.6,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2003,2577.72040321581,62.223,947108,40.29,32,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2004,4232.66033252978,63.209,971893,39.69,30.5,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2005,5791.98410093852,64.175,995135,39.352,29.2,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2006,8277.11477331846,65.068,1016432,39.195,28,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2007,8774.68108246302,65.842,1036392,39.08,26.9,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2008,9655.64910549625,66.472,1055431,38.898,26,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2009,8981.08486061581,66.956,1074277,38.61,25.2,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2010,8821.21179091416,67.313,1093523,38.202,24.6,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1998,,57.325,866530,45.771,40.2,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",1999,,58.38,873136,44.762,38.5,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2012,10369.3889641331,67.805,1132994,37.123,23.3,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2013,9216.4747991738,68.033,1153295,36.558,22.7,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2014,6833.30047617343,68.285,1174331,36.012,22.2,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2015,8177.85003587957,68.569,1196302,35.504,21.6,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2016,8168.74688944168,68.881,1219288,35.048,21.1,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2017,7416.22335499345,69.199,1243261,34.642,20.7,"East Asia & Pacific","Lower middle income"
"TL","TLS","Timor-Leste",2011,9860.33158639652,67.578,1113151,37.687,23.9,"East Asia & Pacific","Lower middle income"
"TM","TKM","Turkmenistan",2005,5786.87611153703,65.017,4754646,22.968,27.1,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2006,6539.93887720391,65.354,4810109,23.146,26.6,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2008,8499.06621077658,66.031,4935767,24.047,25.5,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2009,8955.28070577216,66.355,5007954,24.712,25.1,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2010,9738.98310685564,66.657,5087213,25.405,24.6,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2007,7366.38508274864,65.695,4870141,23.507,26,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1999,3979.81538766655,63.412,4466135,24.137,30.3,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2000,4243.79853938319,63.613,4516133,23.601,29.9,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2001,4477.72836316763,63.842,4564083,23.286,29.4,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2002,4514.8269800147,64.101,4610005,23.106,28.8,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2003,4702.3402059566,64.386,4655743,22.996,28.3,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2004,5019.02699639957,64.693,4703401,22.939,27.7,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1990,5396.95429480389,62.811,3683967,35.465,28.2,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1991,5174.72147589537,62.784,3789185,34.542,28.7,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1992,4372.84845337581,62.761,3899843,33.349,29.3,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1993,4417.91573232251,62.757,4010789,31.95,29.9,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1994,3637.04843429477,62.785,4115102,30.413,30.3,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1995,3370.00399724083,62.85,4207841,28.84,30.6,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2011,11212.4865037223,66.928,5174085,26.006,24.1,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2012,12469.8801136798,67.167,5267900,26.414,23.6,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2013,13726.3723800618,67.375,5366375,26.561,23.2,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2014,15144.5454464636,67.552,5466328,26.423,22.7,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2015,16011.5512129565,67.704,5565287,26.01,22.2,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2016,16895.4761350372,67.835,5662372,25.373,21.8,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",2017,18032.2219588979,67.956,5757669,24.614,21.3,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1998,3407.7071198415,63.237,4413479,24.943,30.6,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1996,3593.73236629369,62.952,4287346,27.347,30.7,"Europe & Central Asia","Upper middle income"
"TM","TKM","Turkmenistan",1997,3188.55092186508,63.083,4355116,26.026,30.7,"Europe & Central Asia","Upper middle income"
"TN","TUN","Tunisia",1991,3823.38947198031,69.401,8427857,24.734,26.9,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",1990,3639.38921323862,68.788,8242496,25.955,27.4,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",1995,4485.29865131497,71.496,9125398,20.479,24,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",1992,4124.73225608906,69.99,8613861,23.544,26.4,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",1993,4225.60678246403,70.54,8795932,22.423,25.7,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",1994,4367.61604807411,71.043,8967916,21.396,24.9,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2012,10642.5378970827,75.023,10847002,18.839,9,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2013,11032.9395706924,75.167,10952951,18.933,8.7,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2014,11460.3482642524,75.335,11063201,18.868,8.3,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2015,11598.8603864692,75.525,11179949,18.647,8,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2016,11743.489903439,75.731,11303946,18.295,7.7,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2017,12047.0511340458,75.943,11433443,17.865,7.5,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2004,7408.82485477722,74.026,10022277,16.477,14,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2005,7839.86811641891,74.2,10106771,16.527,13.2,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2006,8421.99883300267,74.352,10201214,16.703,12.4,"Middle East & North Africa","Lower middle income"
"TN","TUN","Tunisia",2007,9135.79988114803,74.483,10304726,16.997,11.7,"Middle East & North Africa","Lower middle income"
